Posted_On,Bedrooms,Rent,Size,Floor,Total_floor,Area_type,Area_locality,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_of_Contact
2022-06-12,2,366.67,550,2,7,Carpet Area,"Salasar Garden, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent
2022-06-16,1,283.33,375,9,20,Carpet Area,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-03,2,916.67,700,10,20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,2,1100,750,2,8,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Unfurnished,Family,2,Contact Agent
2022-07-09,4,2333.33,2000,6,45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,4,Contact Agent
2022-07-06,4,4333.33,2046,22,52,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-06-28,2,533.33,750,3,7,Super Area,"Shree Sai Usha Complex, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-27,2,750,730,5,17,Carpet Area,"Raheja Heights, Malad East",Mumbai,Unfurnished,Family,2,Contact Agent
2022-05-17,2,833.33,750,10,20,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-04-29,1,308.33,229,5,9,Super Area,Vile Parle,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-29,2,850,910,10,19,Carpet Area,"Rivali Park, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-04,4,2333.33,1648,21,58,Carpet Area,"Sheth Auris Serinity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-07-09,3,1333.33,1100,48,54,Carpet Area,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,3,Contact Agent
2022-06-26,1,500,560,2,4,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-30,2,1416.67,850,4,6,Carpet Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-16,1,250,450,2,4,Super Area,Dahisar East,Mumbai,Unfurnished,Family,1,Contact Owner
2022-05-31,2,833.33,820,7,28,Carpet Area,"Raheja Heights, BMC Colony Malad East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,2,1000,750,10,20,Carpet Area,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-07,1,383.33,410,4,7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-02,1,241.67,490,12,20,Carpet Area,Ketki Pada,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-30,2,666.67,700,11,15,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-31,5,10833.33,3000,8,10,Carpet Area,Khar West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-23,1,1333.33,560,1,7,Carpet Area,Waterfield Road,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-07-07,2,916.67,650,8,18,Carpet Area,"White Lily Apartment, Bhandup East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-31,1,200,520,2,3,Super Area,in Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-09,2,750,850,9,12,Carpet Area,"Eco Residency, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-09,2,1500,777,19,22,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,2,716.67,771,15,37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-07,1,366.67,400,3,7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-26,2,333.33,600,7,7,Carpet Area,"Marigold-5, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent
2022-07-04,1,433.33,390,0,7,Carpet Area,"Greenfields CHS, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-23,4,14166.67,3200,2,4,Carpet Area,Breach Candy,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-06-27,1,583.32,450,5,12,Carpet Area,"HDIL Premier Residences, Kurla West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-04,1,583.33,500,7,23,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-13,1,833.33,410,6,12,Carpet Area,Dadar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-03,1,266.67,160,2,3,Carpet Area,Lal Baug,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,916.67,750,10,14,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-02,1,650,585,3,7,Super Area,"Chanchal Kalyan Complex, Yari Road",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-16,3,1666.67,1300,12,24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-06-10,1,416.67,350,2,17,Carpet Area,Ghatla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,416.67,490,3,7,Super Area,Kandivali East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,825,650,5,16,Carpet Area,Juhu Versova Link Road,Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-10,1,350,225,6,24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,2,1833.33,850,5,13,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-07,1,350,385,1,5,Super Area,in Santacruz East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-09,2,778.33,800,2,7,Carpet Area,"Milap CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-22,4,6666.67,2500,5,12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-05-14,4,4666.67,1526,76,78,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-27,1,300,300,3,10,Super Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,3,1333.33,1800,10,13,Super Area,"Sabari Palm View, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-28,2,1466.67,800,5,20,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-17,3,1500,890,20,27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Family,2,Contact Agent
2022-05-18,2,633.33,700,14,23,Carpet Area,"Sky Villa, Gokuldham",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-07,1,333.33,465,3,4,Super Area,in Borivali East,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-20,2,2333.33,900,8,36,Carpet Area,"Marathon Next Gen Era, Lower Parel",Mumbai,Furnished,Family,2,Contact Agent
2022-05-17,3,1300,1073,8,20,Carpet Area,"Raheja Ridgewood, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-23,1,350,450,4,7,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-27,3,1583.33,1350,8,16,Carpet Area,"Rajesh Raj Classic, Yari Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-30,2,1500,800,5,8,Carpet Area,"Band Stand, Bandra Band Stand",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-04,2,566.67,600,4,7,Carpet Area,"Shiv Dham Apartment, Goregaon East",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-30,2,916.67,650,5,15,Carpet Area,Sion Trombay Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-18,2,866.67,550,3,3,Carpet Area,Dadar East,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-06-20,1,1249.98,840,8,17,Carpet Area,"Celestia Spaces, Balkrishna Dadu Karade Chowk",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-18,3,1250,1121,30,45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-26,2,750,650,2,12,Carpet Area,"Swastik Pride, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-16,1,366.67,575,14,14,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,533.33,475,3,4,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-06-22,2,566.67,830,9,21,Carpet Area,"Indraprastha CHS, Bhayandar East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-19,3,2833.33,1337,28,30,Carpet Area,"Oberoi Splendor Grande, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-13,1,383.33,420,5,7,Carpet Area,"Spring Leaf, Lokhandwala Twp",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-21,1,333.33,310,1,7,Carpet Area,Malad West,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-07-04,3,5833.33,1800,2,12,Carpet Area,Khar West,Mumbai,Furnished,Family,4,Contact Agent
2022-07-06,3,1500,967,14,33,Carpet Area,"Romell Aether, Goregaon East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-30,1,916.67,505,4,12,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-23,1,250,275,3,7,Super Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-07,2,366.67,640,21,21,Carpet Area,Mahajan Wadi,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-13,3,1000,1500,10,23,Carpet Area,Film City,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-13,2,816.67,850,10,23,Carpet Area,"Lakshchandi Height, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-20,2,566.67,900,12,25,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-18,1,400,430,6,7,Carpet Area,"Bhoomi Elegant, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-07,4,4500,1649,18,29,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-05-11,3,1150,1100,12,24,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-07-09,3,2000,1200,14,35,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-17,2,533.33,680,5,20,Carpet Area,"Galassia, Kandarpada",Mumbai,Unfurnished,Family,2,Contact Agent
2022-05-25,2,400,600,5,7,Carpet Area,Charkop,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-07,4,1666.67,1560,12,19,Carpet Area,"diamond garden, Chembur",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-05-27,5,10000,4500,7,20,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,5,Contact Agent
2022-07-06,2,750,771,20,37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-09,2,1333.33,800,7,22,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-27,2,616.67,800,5,14,Super Area,"Mayuresh Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-16,3,3500,1425,9,35,Carpet Area,"The Primordial House, Kemps Corner",Mumbai,Furnished,Bachelors,4,Contact Agent
2022-06-27,4,3166.67,1750,5,17,Carpet Area,"Godrej The Trees, Pirojshah Nagar",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-05-27,1,416.67,475,11,15,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-07-09,4,3500,2000,27,27,Carpet Area,Vikhroli,Mumbai,Unfurnished,Bachelors,5,Contact Agent
2022-06-04,3,3333.33,1375,15,60,Carpet Area,"Raheja Imperia, Worli",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-06-29,5,5166.67,2800,19,33,Carpet Area,"MidCity Shikhar, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-18,1,433.33,650,1,3,Super Area,Srinagarchs chembur west near sankralyammandir,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-01,2,450,600,18,20,Carpet Area,"Royal Palms, Goregaon East",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-04-29,1,433.33,649,3,3,Super Area,"Uttam Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-29,2,1000,950,2,8,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Furnished,Bachelors,2,Contact Agent
2022-06-02,1,200,225,7,7,Carpet Area,Ashok Van,Mumbai,Unfurnished,Family,1,Contact Owner
2022-06-22,2,3000,1000,6,10,Carpet Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,1,500,330,13,40,Carpet Area,Malad East,Mumbai,Furnished,Family,1,Contact Agent
2022-06-25,3,1666.67,1200,8,14,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-23,3,2333.33,1270,15,60,Carpet Area,"Lodha Azzuro , Parel",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-17,3,1166.67,920,14,21,Carpet Area,"Safal Twins, Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-05-26,2,333.33,630,4,22,Carpet Area,"SK Imperial Heights, Mira Road East",Mumbai,Unfurnished,Family,2,Contact Agent
2022-05-28,2,366.67,670,4,12,Carpet Area,"Prathamesh Heritage, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent
2022-06-04,1,533.33,450,1,5,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-04-28,1,333.33,265,6,7,Super Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,2,833.33,600,9,11,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-04,2,483.33,670,7,7,Carpet Area,Amar Nagar,Mumbai,Unfurnished,Family,2,Contact Owner
2022-07-06,2,750,650,10,18,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-02,1,108.33,422,9,15,Carpet Area,Nalasopara West,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-12,2,916.67,955,8,22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-27,3,1166.65,1100,6,13,Carpet Area,Kurla,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-05-08,1,308.33,300,3,4,Carpet Area,JL Tambe Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2022-06-30,2,833.33,900,5,17,Carpet Area,"Dheeraj Valley Tower, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-28,2,750,785,2,7,Carpet Area,Chakala,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-03,3,1416.67,1350,20,31,Carpet Area,"HDIL Metropolis, 4 Bunglows",Mumbai,Furnished,Family,3,Contact Agent
2022-06-06,2,1416.67,900,27,45,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-27,1,416.67,400,18,23,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-05-27,2,1250,800,19,20,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-07-09,2,3166.67,895,32,46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-27,1,333.33,625,10,12,Super Area,Dahisar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,500,720,5,14,Carpet Area,"Samarth Garden, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-04,2,1250,750,4,13,Carpet Area,"Utkarsh CHS, Prabhadevi",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-08,3,5833.33,1663,19,85,Carpet Area,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,2,1166.67,660,1,6,Carpet Area,Azad Nagar Colaba,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-30,2,533.33,700,1,7,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-23,1,366.67,377,3,23,Super Area,"Srishti Elegance, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,583.33,650,5,6,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-05-31,2,783.33,650,5,7,Carpet Area,"117 Residency, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-09,4,6666.67,2080,34,46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-06-08,2,516.67,700,2,8,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,1000,430,1,7,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-06-16,2,966.67,650,15,24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-14,3,1416.67,890,4,27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,2,750,965,19,27,Super Area,Bhakti Park,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-02,1,125,630,3,12,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,4,4166.67,2100,35,60,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-07-09,3,2500,1100,9,16,Carpet Area,"Badrinath Tower, Amit Nagar",Mumbai,Furnished,Family,3,Contact Agent
2022-06-29,2,1333.33,730,4,6,Carpet Area,Perry Rd,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-18,3,1250,1380,9,22,Carpet Area,"Thakur Jewel, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-17,3,1100,1100,17,22,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-09,1,750,450,5,7,Carpet Area,Mahim West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2022-07-04,1,366.67,500,3,4,Super Area,"Madhugiri Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-09,3,1083.33,1100,9,20,Carpet Area,"Raheja Heights, Malad East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-25,3,916.67,868,9,21,Carpet Area,"Orchid Suburbia, Bander Pakhadi",Mumbai,Unfurnished,Family,3,Contact Agent
2022-06-18,2,916.67,750,6,15,Carpet Area,"Omkar Meridia, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-04-28,1,600,540,2,3,Super Area,in Mahim West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-16,4,3833.33,2100,21,33,Carpet Area,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",Mumbai,Furnished,Family,5,Contact Agent
2022-07-06,1,366.67,450,4,7,Carpet Area,Charkop Sector 6,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-05-31,3,2833.33,1600,25,52,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Family,4,Contact Agent
2022-04-28,1,566.67,560,3,7,Super Area,Serenity Complex,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-02,1,750,500,2,3,Carpet Area,"Irla, Vile Parle West",Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-05-23,1,233.33,305,2,24,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-09,3,1250,970,1,3,Carpet Area,"Paras Building, Sion East",Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,116.67,480,4,4,Carpet Area,Taloja Phase 2,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,916.67,720,1,6,Carpet Area,"diamond garden, Chembur East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-09,2,916.67,950,7,10,Carpet Area,"Valentine Apartments, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-27,4,11666.67,3200,24,24,Carpet Area,"Lady Ratan Tower, Worli",Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-06-16,3,2333.33,1450,18,33,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,Family,3,Contact Agent
2022-06-23,2,700,774,10,20,Carpet Area,"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-23,1,450,450,2,3,Super Area,Andheri West,Mumbai,Unfurnished,Family,1,Contact Agent
2022-06-09,3,1000,1000,1,10,Carpet Area,Malad West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-23,1,283.33,340,1,8,Super Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-26,1,500,430,14,23,Carpet Area,"Sindhi Society, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-31,2,750,722,4,7,Carpet Area,"Alpine Apartments, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-25,3,1500,1152,12,21,Carpet Area,"Kabra Metro One, Seven Bungalows",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-04-28,1,416.67,641,3,8,Super Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,2,1166.67,810,4,11,Carpet Area,"Vintage Pearl Apartment, Bandra West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-04,2,1500,800,5,6,Carpet Area,Vile Parle West,Mumbai,Furnished,Family,2,Contact Agent
2022-07-07,2,1833.33,875,12,14,Carpet Area,Bandra West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-04,2,333.33,700,8,22,Super Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Owner
2022-06-15,1,583.33,420,1,3,Super Area,in Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,3,1333.33,1400,1,2,Carpet Area,Ghatkopar,Mumbai,Furnished,Bachelors/Family,3,Contact Owner
2022-05-13,2,908.33,758,12,24,Carpet Area,"L&T Emerald Isle, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-07,4,5833.33,2880,45,60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Unfurnished,Bachelors,5,Contact Agent
2022-06-20,1,750,480,7,7,Carpet Area,Seven Bungalows,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-17,1,633.33,550,6,10,Carpet Area,Sion East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-07-07,2,1500,900,60,71,Carpet Area,"Lodha Venezia, Parel",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-27,1,366.67,400,8,22,Super Area,Bhoiwada,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-09,2,1166.67,760,9,22,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-07,4,6333.33,2800,36,81,Carpet Area,"World One Tower Mumbai, Worli",Mumbai,Unfurnished,Bachelors,5,Contact Agent
2022-06-20,1,833.33,400,10,22,Carpet Area,"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-07,4,11333.33,1962,18,20,Carpet Area,Khar West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-07-09,3,2333.33,1100,6,12,Carpet Area,Waterfield Road,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
